"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","A_11102019","K_11082019"
"rpsG","","30S ribosomal protein S7","2","2","1","128","144","","","","470","470","470","A_04169","K_00479"
"mlaE","","putative phospholipid ABC transporter permease protein MlaE","2","2","1","133","99","","","","782","782","782","A_03616","K_04511"
"rpsB","","30S ribosomal protein S2","2","2","1","132","294","","","","725","725","725","A_02166","K_01310"
"focA_2","","putative formate transporter 1","2","2","1","135","532","","","","857","857","857","A_02940","K_04967"
"pepE","","Peptidase E","2","2","1","134","272","","","","689","689","689","A_02769","K_03996"
"tsf","","Elongation factor Ts","2","2","1","132","295","","","","851","851","851","A_02165","K_01311"
"fadR","","Fatty acid metabolism regulator protein","2","2","1","125","51","","","","719","719","719","A_04146","K_04328"
"group_273","","hypothetical protein","2","2","1","132","44","","","","971","971","971","A_01302","K_03401"
"group_2730","","hypothetical protein","2","2","1","134","833","","","","659","659","659","A_03376","K_03505"
"fdhF_2","","Formate dehydrogenase H","2","2","1","134","338","","","","419","419","419","A_04519","K_03930"
"dinI","","DNA-damage-inducible protein I","2","2","1","135","397","","","","245","245","245","A_02323","K_03276"
"group_2733","pinR_1","Putative DNA-invertase from lambdoid prophage Rac","2","2","1","105","3","","","","407","407","407","A_01294","K_00061"
"fabZ","","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","2","2","1","132","306","","","","455","455","455","A_02154","K_01322"
"yddM","","putative HTH-type transcriptional regulator YddM","2","2","1","117","31","","","","284","284","284","A_01064","K_00227"
"brnQ","","Branched-chain amino acid transport system 2 carrier protein","2","2","1","130","118","","","","1319","1319","1319","A_04334","K_00842"
"chrR","","Chromate reductase","2","2","1","134","554","","","","566","566","566","A_02439","K_00771"
"group_2738","","hypothetical protein","2","2","1","135","583","","","","476","476","476","A_00017","K_04914"
"ycfS","","putative L,D-transpeptidase YcfS","2","2","1","135","344","","","","959","959","959","A_02374","K_02027"
"group_274","","hypothetical protein","2","2","1","132","43","","","","1178","1178","1178","A_01303","K_03402"
"slp_1","","Outer membrane protein slp","2","2","1","131","75","","","","581","581","581","A_00312","K_00094"
"malK_2","","Maltose/maltodextrin import ATP-binding protein MalK","2","2","1","134","291","","","","1115","1115","1115","A_04470","K_03975"
"group_2742","","hypothetical protein","2","2","1","132","100","","","","161","161","161","A_04432","K_02602"
"mltA","","Membrane-bound lytic murein transglycosylase A","2","2","1","134","935","","","","1097","1097","1097","A_00355","K_03606"
"rplI","","50S ribosomal protein L9","2","2","1","134","183","","","","449","449","449","A_02682","K_03018"
"group_2745","","hypothetical protein","2","2","1","119","36","","","","521","521","521","A_02520","K_01478"
"fis","","DNA-binding protein Fis","2","2","1","133","38","","","","296","296","296","A_03677","K_04571"
"fepC","","Ferric enterobactin transport ATP-binding protein FepC","2","2","1","135","15","","","","815","815","815","A_00536","K_04593"
"groS","","10 kDa chaperonin","2","2","1","134","243","","","","293","293","293","A_00109","K_02957"
"cysE_1","","Serine acetyltransferase","2","2","1","134","440","","","","821","821","821","A_04055","K_03033"
"group_275","","hypothetical protein","2","2","1","92","4","","","","185","1613","899","A_01320","K_01890"
"group_2750","","hypothetical protein","2","2","1","105","6","","","","338","338","338","A_01291","K_00058"
"minD","","Septum site-determining protein MinD","2","2","1","125","38","","","","812","812","812","A_04159","K_04340"
"ycdX","","putative phosphatase YcdX","2","2","1","135","424","","","","737","737","737","A_02297","K_03250"
"nadK","","NAD kinase","2","2","1","118","21","","","","878","878","878","A_01348","K_02644"
"htpX","","Protease HtpX","2","2","1","131","98","","","","881","881","881","A_00335","K_00117"
"srmB_1","","ATP-dependent RNA helicase SrmB","2","2","1","127","20","","","","1334","1334","1334","A_00807","K_00956"
"group_2756","","hypothetical protein","2","2","1","135","801","","","","281","281","281","A_00456","K_04174"
"group_2757","","hypothetical protein","2","2","1","133","27","","","","179","179","179","A_03692","K_04573"
"pyrG","","CTP synthase","2","2","1","134","968","","","","1637","1637","1637","A_00388","K_03637"
"intS","","Putative prophage CPS-53 integrase","2","2","1","134","759","","","","1262","1265","1263","A_01328","K_03431"
"group_2761","","hypothetical protein","2","2","1","135","947","","","","695","695","695","A_02865","K_01565"
"rpsS","","30S ribosomal protein S19","2","2","1","121","49","","","","278","278","278","A_02084","K_01758"
"group_2763","","hypothetical protein","2","2","1","122","13","","","","233","233","233","A_00145","K_02282"
"ndh","","NADH dehydrogenase","2","2","1","135","348","","","","1304","1304","1304","A_02370","K_02031"
"ribC","","Riboflavin synthase","2","2","1","129","95","","","","641","641","641","A_03284","K_02157"
"yiaW","","Inner membrane protein YiaW","2","2","1","134","424","","","","362","362","362","A_04067","K_03094"
"tisB","","Small toxic protein TisB","2","2","1","134","594","","","","89","89","89","A_03989","K_00732"
"group_277","","hypothetical protein","2","2","1","98","4","","","","383","494","438","A_01329","K_01456"
"dnaK_1","","Chaperone protein DnaK","2","2","1","132","140","","","","1916","1916","1916","A_04393","K_01159"
"rplS","","50S ribosomal protein L19","2","2","1","118","13","","","","347","347","347","A_01356","K_02636"
"oppF_1","","Oligopeptide transport ATP-binding protein OppF","2","2","1","125","126","","","","1004","1004","1004","A_04083","K_02057"
"narI","","Respiratory nitrate reductase 1 gamma chain","2","2","1","125","100","","","","677","677","677","A_04102","K_00709"
"yfiC","","tRNA1(Val) (adenine(37)-N6)-methyltransferase","2","2","1","127","21","","","","737","737","737","A_00806","K_00957"
"menA","","1,4-dihydroxy-2-naphthoate octaprenyltransferase","2","2","1","126","57","","","","926","926","926","A_01128","K_01935"
"mepM","","Murein DD-endopeptidase MepM","2","2","1","131","130","","","","1322","1322","1322","A_01610","K_00147"
"marR","","Multiple antibiotic resistance protein MarR","2","2","1","122","28","","","","434","434","434","A_02564","K_02296"
"group_278","","hypothetical protein","2","2","1","118","57","","","","125","125","125","A_01342","K_02650"
"ybgC","","Acyl-CoA thioester hydrolase YbgC","2","2","1","135","1144","","","","404","404","404","A_00600","K_04733"
"group_2781","","hypothetical protein","2","2","1","131","320","","","","329","329","329","A_04592","K_00266"
"glpG","","Rhomboid protease GlpG","2","2","1","128","230","","","","830","830","830","A_04251","K_00557"
"rplF","","50S ribosomal protein L6","2","2","1","121","38","","","","533","533","533","A_02073","K_01747"
"yibF","","putative GST-like protein YibF","2","2","1","134","420","","","","608","608","608","A_03474","K_03096"
"trxA_2","","Thioredoxin-1","2","2","1","124","69","","","","329","329","329","A_01962","K_01101"
"dsbA","","Thiol:disulfide interchange protein DsbA","2","2","1","126","113","","","","626","626","626","A_04554","K_02735"
"artP","","Arginine transport ATP-binding protein ArtP","2","2","1","135","572","","","","728","728","728","A_00006","K_04928"
"group_2788","","hypothetical protein","2","2","1","134","670","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","158","158","158","A_03065","K_02899"
"ridA","","2-iminobutanoate/2-iminopropanoate deaminase","2","2","1","134","721","","","","386","386","386","A_02720","K_02419"
"yfiH","","Laccase domain protein YfiH","2","2","1","118","2","","","","731","731","731","A_01367","K_02625"
"group_2790","exbD_1","Biopolymer transport protein ExbD","2","2","1","135","1142","","","","428","428","428","A_00598","K_04735"
"group_2791","","hypothetical protein","2","2","1","132","114","","","","1382","1382","1382","A_04419","K_01129"
"acrZ","","Multidrug efflux pump accessory protein AcrZ","2","2","1","135","699","","","","149","149","149","A_03038","K_04756"
"group_2793","","hypothetical protein","2","2","1","135","915","","","","254","254","254","A_02898","K_04282"
"yafN","","Antitoxin YafN","2","2","1","123","74","","","","293","293","293","A_02249","K_01686"
"cvpA","","Colicin V production protein","2","2","1","135","1064","","","","488","488","488","A_01715","K_00413"
"ftnA_1","","Bacterial non-heme ferritin","2","2","1","131","175","","","","503","503","503","A_01654","K_00190"
"group_2797","","hypothetical protein","2","2","1","128","100","","","","269","269","269","A_00659","K_00602"
"yvoA","","HTH-type transcriptional repressor YvoA","2","2","1","135","840","","","","746","746","746","A_00422","K_04209"
"group_2799","","hypothetical protein","2","2","1","103","11","","","","905","905","905","A_03973","K_01821"
"yicI_1","","Alpha-xylosidase","2","2","1","134","489","","","","818","1154","986","A_04007","K_03916"
"group_280","","Limonene hydroxylase","2","2","1","134","863","","","","887","1778","1332","A_01379","K_03535"
"hdeB","","Acid stress chaperone HdeB","2","2","1","128","27","","","","338","338","338","A_03092","K_00680"
"group_2801","rimO_1","Ribosomal protein S12 methylthiotransferase RimO","2","2","1","135","601","","","","1325","1325","1325","A_00035","K_04896"
"group_2802","","hypothetical protein","2","2","1","126","121","","","","110","110","110","A_04562","K_02743"
"group_2803","","hypothetical protein","2","2","1","134","198","","","","275","275","275","A_02665","K_03003"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH","2","2","1","131","305","","","","590","590","590","A_04608","K_00254"
"group_2805","","hypothetical protein","2","2","1","134","241","","","","353","353","353","A_00107","K_02959"
"group_2806","","hypothetical protein","2","2","1","125","76","","","","278","278","278","A_04126","K_04302"
"deoA","","Thymidine phosphorylase","2","2","1","132","106","","","","1322","1322","1322","A_04426","K_01122"
"fliP","","Flagellar biosynthetic protein FliP","2","2","1","131","222","","","","737","737","737","A_03752","K_00332"
"bvgA","","Virulence factors putative positive transcription regulator BvgA","2","2","1","115","45","","","","632","632","632","A_01590","K_02857"
"casA","","CRISPR system Cascade subunit CasA","2","2","1","134","114","","","","1562","1562","1562","A_01410","K_03660"
"cheB","","Chemotaxis response regulator protein-glutamate methylesterase","2","2","1","131","159","","","","1049","1049","1049","A_01638","K_00173"
"sodB","","Superoxide dismutase [Fe]","2","2","1","129","88","","","","581","581","581","A_03291","K_02150"
"rlmH","","Ribosomal RNA large subunit methyltransferase H","2","2","1","135","1232","","","","467","467","467","A_03137","K_04640"
"rimK","","Ribosomal protein S6--L-glutamate ligase","2","2","1","135","584","","","","902","902","902","A_00018","K_04913"
"yidH","","Inner membrane protein YidH","2","2","1","134","590","","","","347","347","347","A_03985","K_00736"
"group_2815","","hypothetical protein","2","2","1","134","917","","","","713","713","713","A_01927","K_03588"
"manX_5","","PTS system mannose-specific EIIAB component","2","2","1","133","149","","","","476","476","476","A_03561","K_04458"
"cheY","","Chemotaxis protein CheY","2","2","1","131","158","","","","389","389","389","A_01637","K_00172"
"hcaC","","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit","2","2","1","127","56","","","","320","320","320","A_00771","K_00993"
"gltA","","Citrate synthase","2","2","1","135","1170","","","","1283","1283","1283","A_01571","K_04707"
"ygbT","","CRISPR-associated endonuclease Cas1","2","2","1","134","108","","","","599","923","761","A_01415","K_03665"
"mdtI","","Spermidine export protein MdtI","2","2","1","129","28","","","","329","329","329","A_03350","K_02092"
"gsiC","","Glutathione transport system permease protein GsiC","2","2","1","135","607","","","","920","920","920","A_00041","K_04890"
"ettA","","Energy-dependent translational throttle protein EttA","2","2","1","132","117","","","","1667","1667","1667","A_04416","K_01136"
"hha_1","","Hemolysin expression-modulating protein Hha","2","2","1","130","197","","","","218","218","218","A_00140","K_00902"
"group_2824","","hypothetical protein","2","2","1","115","12","","","","164","164","164","A_01584","K_02769"
"recF_2","","DNA replication and repair protein RecF","2","2","1","134","566","","","","1073","1073","1073","A_02451","K_00759"
"gstB_1","","Glutathione S-transferase GstB","2","2","1","135","598","","","","626","626","626","A_00032","K_04899"
"group_2827","","hypothetical protein","2","2","1","123","11","","","","740","740","740","A_02241","K_01882"
"group_2828","","hypothetical protein","2","2","1","135","360","","","","1022","1022","1022","A_02358","K_02043"
"ybhR","","Inner membrane transport permease YbhR","2","2","1","135","645","","","","1106","1106","1106","A_00080","K_04848"
"ygbF","","CRISPR-associated endoribonuclease Cas2","2","2","1","134","107","","","","293","293","293","A_01416","K_03666"
"erpA","","Iron-sulfur cluster insertion protein ErpA","2","2","1","132","282","","","","344","344","344","A_02178","K_01299"
"tgt","","Queuine tRNA-ribosyltransferase","2","2","1","130","123","","","","1127","1127","1127","A_04339","K_00848"
